platform,category,amount,transaction_type,location,hour,is_peak,is_urban,fee,speed_seconds,success,flagged
Halo-Pesa,mobile,7900.0,Salary Payment,Mbeya,19,1,0,200,27,1,0
NBC Bank,bank,89800.0,Merchant Payment,Dar es Salaam,18,1,1,1000,28,1,0
Bank Transfers (TIPS/EFT),bank,70700.0,Mobile Money Transfer,Dodoma,5,0,0,1500,47,1,0
Halo-Pesa,mobile,542700.0,Bank Transfer,Dodoma,8,1,0,3907,26,1,0
CRDB Bank,bank,152900.0,Mobile Money Transfer,Zanzibar,17,1,0,1000,28,1,0
M-PESA,mobile,66300.0,Bill Payment,Dar es Salaam,1,0,1,438,16,1,0
Mixx by Yas,mobile,53900.0,Airtime/Bundles,Tanga,5,0,0,367,20,1,0
NBC Bank,bank,203300.0,Mobile Money Transfer,Morogoro,23,0,0,1000,29,1,0
NMB Bank,bank,22400.0,Bill Payment,Iringa,23,0,0,1000,27,1,0
Airtel Money,mobile,38300.0,Salary Payment,Dodoma,23,0,0,268,20,1,0
AzamPay/Selcom,aggregator,208600.0,Mobile Money Transfer,Mbeya,4,0,0,1252,21,1,0
Halo-Pesa,mobile,84600.0,Bank Transfer,Mbeya,13,1,0,609,26,1,0
Mixx by Yas,mobile,22300.0,Salary Payment,Kigoma,5,0,0,200,18,1,0
Halo-Pesa,mobile,119000.0,Merchant Payment,Iringa,21,0,0,857,23,1,0
AzamPay/Selcom,aggregator,82500.0,Bill Payment,Iringa,18,1,0,495,25,0,0
TTCL Pesa,mobile,45500.0,Merchant Payment,Dar es Salaam,13,1,1,341,25,1,0
M-PESA,mobile,10000.0,Bank Transfer,Dar es Salaam,10,0,1,200,16,1,0
Bank Transfers (TIPS/EFT),bank,311600.0,Bill Payment,Dodoma,20,1,0,1500,52,0,0
M-PESA,mobile,991900.0,Merchant Payment,Zanzibar,1,0,0,6547,17,1,0
AzamPay/Selcom,aggregator,11100.0,Bank Transfer,Arusha,23,0,1,300,20,1,0
Mixx by Yas,mobile,13900.0,Salary Payment,Tanga,19,1,0,200,20,1,0
M-PESA,mobile,28000.0,Bill Payment,Dodoma,12,1,0,200,15,1,0
TTCL Pesa,mobile,69400.0,Salary Payment,Kigoma,23,0,0,520,24,1,0
Halo-Pesa,mobile,132500.0,Mobile Money Transfer,Zanzibar,8,1,0,954,26,1,0
Mixx by Yas,mobile,196200.0,Mobile Money Transfer,Zanzibar,9,0,0,1334,19,1,0
TTCL Pesa,mobile,7700.0,Bank Transfer,Arusha,0,0,1,200,26,1,0
AzamPay/Selcom,aggregator,35100.0,Mobile Money Transfer,Iringa,7,1,0,300,20,1,0
M-PESA,mobile,39700.0,Bill Payment,Tanga,21,0,0,262,15,1,0
TTCL Pesa,mobile,14900.0,Merchant Payment,Arusha,14,0,1,200,26,1,0
CRDB Bank,bank,10700.0,Mobile Money Transfer,Morogoro,10,0,0,1000,26,1,0
Halo-Pesa,mobile,37800.0,Mobile Money Transfer,Iringa,16,0,0,272,22,1,0
Airtel Money,mobile,87700.0,Bill Payment,Iringa,3,0,0,614,22,1,0
Airtel Money,mobile,24100.0,Bill Payment,Morogoro,10,0,0,200,20,1,0
Airtel Money,mobile,57700.0,Mobile Money Transfer,Dodoma,15,0,0,404,20,1,0
M-PESA,mobile,55600.0,Salary Payment,Dodoma,11,0,0,367,15,1,0
Airtel Money,mobile,9400.0,Merchant Payment,Mbeya,6,0,0,200,21,1,0
M-PESA,mobile,34000.0,Salary Payment,Tanga,9,0,0,224,17,1,0
M-PESA,mobile,16700.0,Merchant Payment,Tanga,3,0,0,200,15,1,0
Airtel Money,mobile,33200.0,Bank Transfer,Zanzibar,15,0,0,232,21,1,0
CRDB Bank,bank,24100.0,Merchant Payment,Zanzibar,9,0,0,1000,25,1,1
TTCL Pesa,mobile,13400.0,Mobile Money Transfer,Iringa,10,0,0,200,25,1,0
Bank Transfers (TIPS/EFT),bank,16000.0,Mobile Money Transfer,Arusha,10,0,1,1500,46,1,0
CRDB Bank,bank,561400.0,Bill Payment,Arusha,5,0,1,2246,27,1,0
CRDB Bank,bank,178700.0,Bank Transfer,Dar es Salaam,23,0,1,1000,26,1,0
TTCL Pesa,mobile,45700.0,Bank Transfer,Dodoma,5,0,0,343,25,0,0
Halo-Pesa,mobile,5600.0,Merchant Payment,Dar es Salaam,4,0,1,200,23,1,0
M-PESA,mobile,28700.0,Bill Payment,Mwanza,6,0,1,200,17,1,0
Mixx by Yas,mobile,26700.0,Bank Transfer,Mbeya,10,0,0,200,18,1,0
TTCL Pesa,mobile,14200.0,Airtime/Bundles,Kigoma,1,0,0,200,25,1,0
Airtel Money,mobile,98300.0,Salary Payment,Morogoro,22,0,0,688,20,1,0
TTCL Pesa,mobile,358900.0,Salary Payment,Arusha,20,1,1,2692,27,0,0
AzamPay/Selcom,aggregator,28700.0,Mobile Money Transfer,Dodoma,14,0,0,300,21,1,0
M-PESA,mobile,33900.0,Mobile Money Transfer,Iringa,1,0,0,224,16,1,0
M-PESA,mobile,46800.0,Airtime/Bundles,Mwanza,5,0,1,309,16,1,0
Halo-Pesa,mobile,389300.0,Bank Transfer,Morogoro,7,1,0,2803,25,1,1
Airtel Money,mobile,81800.0,Mobile Money Transfer,Dodoma,20,1,0,573,23,1,0
M-PESA,mobile,87100.0,Salary Payment,Dodoma,13,1,0,575,17,1,0
Halo-Pesa,mobile,119800.0,Mobile Money Transfer,Iringa,21,0,0,863,22,1,0
NMB Bank,bank,35300.0,Airtime/Bundles,Dar es Salaam,9,0,1,1000,29,0,0
Halo-Pesa,mobile,107700.0,Mobile Money Transfer,Iringa,14,0,0,775,23,1,0
Airtel Money,mobile,15000.0,Bill Payment,Dodoma,22,0,0,200,22,1,0
Halo-Pesa,mobile,19400.0,Airtime/Bundles,Mbeya,22,0,0,200,22,1,0
AzamPay/Selcom,aggregator,36700.0,Bank Transfer,Dodoma,11,0,0,300,20,1,0
CRDB Bank,bank,69100.0,Mobile Money Transfer,Mwanza,23,0,1,1000,25,1,0
CRDB Bank,bank,8600.0,Merchant Payment,Morogoro,15,0,0,1000,27,1,0
Halo-Pesa,mobile,38300.0,Salary Payment,Dar es Salaam,21,0,1,276,22,1,0
Bank Transfers (TIPS/EFT),bank,15400.0,Merchant Payment,Zanzibar,21,0,0,1500,47,1,0
AzamPay/Selcom,aggregator,10600.0,Bank Transfer,Iringa,2,0,0,300,20,1,0
TTCL Pesa,mobile,30600.0,Airtime/Bundles,Arusha,6,0,1,230,26,1,0
Mixx by Yas,mobile,17100.0,Salary Payment,Mwanza,19,1,1,200,24,1,0
M-PESA,mobile,18700.0,Merchant Payment,Morogoro,21,0,0,200,15,1,0
Halo-Pesa,mobile,103800.0,Bill Payment,Dar es Salaam,1,0,1,747,22,0,0
Mixx by Yas,mobile,10900.0,Mobile Money Transfer,Iringa,11,0,0,200,19,1,0
TTCL Pesa,mobile,41800.0,Bill Payment,Tanga,6,0,0,314,25,1,0
Mixx by Yas,mobile,40500.0,Salary Payment,Dar es Salaam,3,0,1,275,18,1,0
Mixx by Yas,mobile,8300.0,Airtime/Bundles,Tanga,0,0,0,200,19,1,0
NBC Bank,bank,105800.0,Merchant Payment,Mwanza,1,0,1,1000,28,1,0
Halo-Pesa,mobile,246400.0,Airtime/Bundles,Morogoro,1,0,0,1774,22,1,0
NMB Bank,bank,56100.0,Mobile Money Transfer,Zanzibar,22,0,0,1000,27,1,0
Mixx by Yas,mobile,44300.0,Airtime/Bundles,Iringa,3,0,0,301,20,1,0
TTCL Pesa,mobile,72900.0,Airtime/Bundles,Kigoma,10,0,0,547,26,1,0
AzamPay/Selcom,aggregator,41700.0,Salary Payment,Morogoro,21,0,0,300,21,1,0
AzamPay/Selcom,aggregator,227900.0,Salary Payment,Kigoma,10,0,0,1367,20,1,0
Mixx by Yas,mobile,262000.0,Bank Transfer,Kigoma,6,0,0,1782,20,1,0
Bank Transfers (TIPS/EFT),bank,25400.0,Merchant Payment,Kigoma,13,1,0,1500,46,1,0
NMB Bank,bank,48800.0,Salary Payment,Zanzibar,11,0,0,1000,27,1,0
NMB Bank,bank,7500.0,Salary Payment,Iringa,5,0,0,1000,28,1,0
NMB Bank,bank,7900.0,Airtime/Bundles,Iringa,11,0,0,1000,28,1,0
NMB Bank,bank,564000.0,Bank Transfer,Iringa,12,1,0,2369,31,1,0
Mixx by Yas,mobile,174300.0,Salary Payment,Zanzibar,14,0,0,1185,20,1,0
M-PESA,mobile,119500.0,Mobile Money Transfer,Zanzibar,10,0,0,789,17,1,0
Airtel Money,mobile,67200.0,Bill Payment,Kigoma,13,1,0,470,26,1,0
Bank Transfers (TIPS/EFT),bank,9000.0,Airtime/Bundles,Iringa,6,0,0,1500,47,1,0
Mixx by Yas,mobile,6500.0,Merchant Payment,Mbeya,9,0,0,200,18,1,0
Airtel Money,mobile,49400.0,Mobile Money Transfer,Arusha,16,0,1,346,20,1,0
NMB Bank,bank,55900.0,Bill Payment,Morogoro,0,0,0,1000,29,1,0
NBC Bank,bank,90200.0,Salary Payment,Dar es Salaam,0,0,1,1000,28,1,0
TTCL Pesa,mobile,22300.0,Merchant Payment,Arusha,0,0,1,200,26,1,0
M-PESA,mobile,12400.0,Mobile Money Transfer,Arusha,8,1,1,200,19,1,0
Halo-Pesa,mobile,50400.0,Merchant Payment,Morogoro,2,0,0,363,22,1,0
CRDB Bank,bank,47500.0,Airtime/Bundles,Dodoma,0,0,0,1000,26,1,0
CRDB Bank,bank,6000.0,Merchant Payment,Dar es Salaam,10,0,1,1000,25,1,0
NBC Bank,bank,35700.0,Merchant Payment,Dodoma,16,0,0,1000,28,1,0
Bank Transfers (TIPS/EFT),bank,67600.0,Merchant Payment,Iringa,15,0,0,1500,46,1,0
Halo-Pesa,mobile,42700.0,Merchant Payment,Iringa,2,0,0,307,22,1,0
AzamPay/Selcom,aggregator,105100.0,Merchant Payment,Iringa,19,1,0,631,21,1,0
NMB Bank,bank,53500.0,Bill Payment,Iringa,1,0,0,1000,27,1,0
M-PESA,mobile,14400.0,Bill Payment,Mwanza,5,0,1,200,15,1,0
NBC Bank,bank,2000.0,Bank Transfer,Dar es Salaam,5,0,1,1000,28,1,0
Airtel Money,mobile,40200.0,Salary Payment,Arusha,15,0,1,281,21,1,0
M-PESA,mobile,31700.0,Mobile Money Transfer,Morogoro,22,0,0,209,16,1,0
Halo-Pesa,mobile,31700.0,Bank Transfer,Zanzibar,11,0,0,228,24,1,0
Bank Transfers (TIPS/EFT),bank,143700.0,Bill Payment,Dodoma,7,1,0,1500,48,1,0
M-PESA,mobile,15800.0,Airtime/Bundles,Mbeya,23,0,0,200,17,1,0
Mixx by Yas,mobile,8200.0,Bank Transfer,Iringa,17,1,0,200,20,1,0
Mixx by Yas,mobile,12900.0,Mobile Money Transfer,Kigoma,8,1,0,200,24,1,0
Bank Transfers (TIPS/EFT),bank,147200.0,Airtime/Bundles,Dar es Salaam,7,1,1,1500,49,1,0
Airtel Money,mobile,201200.0,Mobile Money Transfer,Mbeya,22,0,0,1408,22,1,0
Halo-Pesa,mobile,6700.0,Mobile Money Transfer,Tanga,9,0,0,200,23,1,0
Bank Transfers (TIPS/EFT),bank,43500.0,Salary Payment,Dar es Salaam,8,1,1,1500,52,1,0
Mixx by Yas,mobile,20200.0,Bill Payment,Iringa,23,0,0,200,19,1,0
Mixx by Yas,mobile,116400.0,Bill Payment,Mbeya,5,0,0,792,20,1,0
Mixx by Yas,mobile,4200.0,Merchant Payment,Mbeya,22,0,0,200,20,1,0
AzamPay/Selcom,aggregator,319100.0,Merchant Payment,Iringa,5,0,0,1915,20,1,0
Halo-Pesa,mobile,53200.0,Salary Payment,Mbeya,16,0,0,383,23,1,0
CRDB Bank,bank,93000.0,Salary Payment,Iringa,13,1,0,1000,27,1,0
NMB Bank,bank,143100.0,Bill Payment,Mwanza,2,0,1,1000,27,1,0
CRDB Bank,bank,158300.0,Merchant Payment,Tanga,14,0,0,1000,27,1,0
Airtel Money,mobile,170600.0,Merchant Payment,Mwanza,5,0,1,1194,21,1,0
Bank Transfers (TIPS/EFT),bank,8800.0,Mobile Money Transfer,Dodoma,10,0,0,1500,47,1,0
CRDB Bank,bank,170900.0,Bill Payment,Arusha,15,0,1,1000,25,1,0
TTCL Pesa,mobile,9600.0,Mobile Money Transfer,Morogoro,13,1,0,200,26,1,0
CRDB Bank,bank,8500.0,Mobile Money Transfer,Dar es Salaam,8,1,1,1000,28,1,1
M-PESA,mobile,8600.0,Bill Payment,Arusha,16,0,1,200,15,1,0
Bank Transfers (TIPS/EFT),bank,147400.0,Salary Payment,Dar es Salaam,21,0,1,1500,46,1,0
Mixx by Yas,mobile,54400.0,Bank Transfer,Zanzibar,1,0,0,370,19,1,0
TTCL Pesa,mobile,151300.0,Bank Transfer,Iringa,17,1,0,1135,27,1,0
TTCL Pesa,mobile,42400.0,Salary Payment,Tanga,22,0,0,318,24,1,0
CRDB Bank,bank,8600.0,Bank Transfer,Kigoma,12,1,0,1000,30,1,0
NBC Bank,bank,31300.0,Mobile Money Transfer,Arusha,4,0,1,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,30100.0,Merchant Payment,Kigoma,3,0,0,1500,46,1,0
Airtel Money,mobile,164200.0,Salary Payment,Dar es Salaam,13,1,1,1149,21,1,0
CRDB Bank,bank,60100.0,Merchant Payment,Morogoro,16,0,0,1000,26,1,1
NBC Bank,bank,52400.0,Salary Payment,Zanzibar,11,0,0,1000,30,1,0
CRDB Bank,bank,26100.0,Bank Transfer,Dodoma,19,1,0,1000,28,1,0
CRDB Bank,bank,59400.0,Bill Payment,Iringa,6,0,0,1000,25,1,0
Bank Transfers (TIPS/EFT),bank,36000.0,Salary Payment,Zanzibar,20,1,0,1500,49,0,0
Mixx by Yas,mobile,59600.0,Salary Payment,Kigoma,9,0,0,405,18,1,0
CRDB Bank,bank,16900.0,Mobile Money Transfer,Mwanza,16,0,1,1000,25,1,0
M-PESA,mobile,900.0,Merchant Payment,Iringa,23,0,0,200,16,1,0
AzamPay/Selcom,aggregator,134700.0,Mobile Money Transfer,Arusha,8,1,1,808,24,1,0
AzamPay/Selcom,aggregator,106600.0,Salary Payment,Mbeya,14,0,0,640,21,1,0
Halo-Pesa,mobile,46000.0,Airtime/Bundles,Mbeya,11,0,0,331,23,1,0
Bank Transfers (TIPS/EFT),bank,280700.0,Bank Transfer,Arusha,13,1,1,1500,52,1,0
NMB Bank,bank,12900.0,Merchant Payment,Iringa,0,0,0,1000,29,1,0
Airtel Money,mobile,6400.0,Bill Payment,Dodoma,3,0,0,200,22,1,0
TTCL Pesa,mobile,4800.0,Bank Transfer,Tanga,13,1,0,200,27,0,0
Halo-Pesa,mobile,40900.0,Airtime/Bundles,Iringa,18,1,0,294,24,1,0
AzamPay/Selcom,aggregator,5500.0,Bill Payment,Arusha,20,1,1,300,21,1,0
AzamPay/Selcom,aggregator,71100.0,Bill Payment,Dar es Salaam,17,1,1,427,20,1,0
M-PESA,mobile,101800.0,Mobile Money Transfer,Dodoma,16,0,0,672,16,1,0
Airtel Money,mobile,272500.0,Mobile Money Transfer,Mwanza,6,0,1,1908,21,1,0
Airtel Money,mobile,117500.0,Mobile Money Transfer,Morogoro,3,0,0,822,20,1,0
TTCL Pesa,mobile,16600.0,Airtime/Bundles,Arusha,6,0,1,200,26,1,0
AzamPay/Selcom,aggregator,60800.0,Bill Payment,Tanga,16,0,0,365,22,1,0
Bank Transfers (TIPS/EFT),bank,20400.0,Airtime/Bundles,Zanzibar,5,0,0,1500,47,1,0
Halo-Pesa,mobile,10900.0,Merchant Payment,Mwanza,15,0,1,200,22,1,0
Halo-Pesa,mobile,25100.0,Salary Payment,Morogoro,17,1,0,200,28,1,0
M-PESA,mobile,205000.0,Salary Payment,Iringa,14,0,0,1353,17,1,0
NMB Bank,bank,156100.0,Mobile Money Transfer,Arusha,2,0,1,1000,27,1,0
CRDB Bank,bank,15100.0,Salary Payment,Kigoma,2,0,0,1000,27,1,0
TTCL Pesa,mobile,5300.0,Salary Payment,Iringa,20,1,0,200,29,1,0
NBC Bank,bank,48800.0,Salary Payment,Iringa,2,0,0,1000,30,1,0
Halo-Pesa,mobile,12100.0,Salary Payment,Morogoro,3,0,0,200,22,1,0
TTCL Pesa,mobile,18200.0,Mobile Money Transfer,Tanga,14,0,0,200,24,1,0
Mixx by Yas,mobile,42600.0,Bill Payment,Arusha,2,0,1,290,18,1,0
TTCL Pesa,mobile,183500.0,Bill Payment,Kigoma,0,0,0,1376,25,1,0
TTCL Pesa,mobile,295600.0,Merchant Payment,Kigoma,9,0,0,2217,24,1,0
NMB Bank,bank,25000.0,Merchant Payment,Kigoma,11,0,0,1000,28,1,0
Airtel Money,mobile,54400.0,Airtime/Bundles,Zanzibar,8,1,0,381,22,1,0
NMB Bank,bank,5400.0,Bill Payment,Kigoma,3,0,0,1000,29,1,0
NBC Bank,bank,23400.0,Mobile Money Transfer,Zanzibar,12,1,0,1000,29,1,0
CRDB Bank,bank,31000.0,Merchant Payment,Kigoma,19,1,0,1000,26,1,0
TTCL Pesa,mobile,9000.0,Merchant Payment,Mwanza,7,1,1,200,26,1,0
M-PESA,mobile,50300.0,Salary Payment,Dodoma,17,1,0,332,21,1,0
CRDB Bank,bank,51100.0,Merchant Payment,Kigoma,20,1,0,1000,26,1,0
NMB Bank,bank,12000.0,Airtime/Bundles,Mbeya,9,0,0,1000,27,1,0
Airtel Money,mobile,18600.0,Bill Payment,Dodoma,11,0,0,200,21,0,0
AzamPay/Selcom,aggregator,27500.0,Bank Transfer,Iringa,5,0,0,300,22,1,0
TTCL Pesa,mobile,30200.0,Bill Payment,Morogoro,8,1,0,226,29,1,0
NBC Bank,bank,29700.0,Merchant Payment,Kigoma,16,0,0,1000,28,1,0
M-PESA,mobile,32900.0,Airtime/Bundles,Tanga,9,0,0,217,15,1,0
AzamPay/Selcom,aggregator,33200.0,Bank Transfer,Iringa,18,1,0,300,26,1,0
CRDB Bank,bank,2900.0,Airtime/Bundles,Kigoma,19,1,0,1000,31,1,0
AzamPay/Selcom,aggregator,74700.0,Mobile Money Transfer,Zanzibar,6,0,0,448,20,1,0
Airtel Money,mobile,55300.0,Airtime/Bundles,Mbeya,17,1,0,387,23,1,0
NBC Bank,bank,198500.0,Salary Payment,Dar es Salaam,1,0,1,1000,29,0,0
Mixx by Yas,mobile,105800.0,Mobile Money Transfer,Kigoma,7,1,0,719,21,1,0
Halo-Pesa,mobile,4900.0,Bank Transfer,Dodoma,17,1,0,200,22,1,0
M-PESA,mobile,7200.0,Bank Transfer,Kigoma,1,0,0,200,15,1,0
Mixx by Yas,mobile,102300.0,Mobile Money Transfer,Arusha,23,0,1,696,20,1,0
CRDB Bank,bank,28400.0,Airtime/Bundles,Iringa,17,1,0,1000,32,1,0
AzamPay/Selcom,aggregator,19600.0,Bill Payment,Iringa,18,1,0,300,27,1,0
Halo-Pesa,mobile,3900.0,Mobile Money Transfer,Iringa,0,0,0,200,24,1,0
NMB Bank,bank,135600.0,Bill Payment,Kigoma,15,0,0,1000,28,1,0
Bank Transfers (TIPS/EFT),bank,9100.0,Mobile Money Transfer,Tanga,14,0,0,1500,46,1,0
NMB Bank,bank,43500.0,Airtime/Bundles,Arusha,2,0,1,1000,28,1,0
NMB Bank,bank,113600.0,Salary Payment,Tanga,1,0,0,1000,28,1,0
TTCL Pesa,mobile,38100.0,Bill Payment,Iringa,5,0,0,286,26,1,0
TTCL Pesa,mobile,36600.0,Merchant Payment,Dodoma,2,0,0,274,25,1,0
CRDB Bank,bank,121000.0,Salary Payment,Morogoro,16,0,0,1000,26,1,0
AzamPay/Selcom,aggregator,639800.0,Mobile Money Transfer,Iringa,16,0,0,3839,22,1,0
Airtel Money,mobile,9100.0,Bank Transfer,Morogoro,8,1,0,200,21,1,0
Mixx by Yas,mobile,117200.0,Mobile Money Transfer,Arusha,3,0,1,797,18,1,0
Airtel Money,mobile,62100.0,Bank Transfer,Mbeya,11,0,0,435,22,1,0
Bank Transfers (TIPS/EFT),bank,163500.0,Merchant Payment,Dar es Salaam,19,1,1,1500,45,1,0
TTCL Pesa,mobile,114200.0,Bill Payment,Mbeya,4,0,0,856,25,1,1
Bank Transfers (TIPS/EFT),bank,9300.0,Mobile Money Transfer,Kigoma,9,0,0,1500,47,1,0
CRDB Bank,bank,15000.0,Airtime/Bundles,Kigoma,7,1,0,1000,25,1,0
NMB Bank,bank,66600.0,Bill Payment,Dodoma,10,0,0,1000,27,1,0
NMB Bank,bank,378500.0,Mobile Money Transfer,Mwanza,7,1,1,1590,34,1,0
NBC Bank,bank,37000.0,Bill Payment,Dar es Salaam,13,1,1,1000,32,0,0
Halo-Pesa,mobile,22800.0,Bank Transfer,Arusha,0,0,1,200,22,1,0
AzamPay/Selcom,aggregator,8300.0,Bank Transfer,Mwanza,23,0,1,300,20,1,0
Bank Transfers (TIPS/EFT),bank,2600.0,Salary Payment,Dar es Salaam,9,0,1,1500,45,1,0
Bank Transfers (TIPS/EFT),bank,30700.0,Airtime/Bundles,Iringa,17,1,0,1500,46,1,0
NMB Bank,bank,153800.0,Bill Payment,Arusha,23,0,1,1000,28,1,0
NBC Bank,bank,11400.0,Mobile Money Transfer,Arusha,7,1,1,1000,35,1,0
Mixx by Yas,mobile,20800.0,Bill Payment,Mwanza,2,0,1,200,18,1,0
Bank Transfers (TIPS/EFT),bank,33700.0,Mobile Money Transfer,Tanga,0,0,0,1500,45,1,0
CRDB Bank,bank,288200.0,Mobile Money Transfer,Iringa,15,0,0,1153,26,1,0
Halo-Pesa,mobile,83900.0,Airtime/Bundles,Mbeya,5,0,0,604,22,0,0
Halo-Pesa,mobile,37000.0,Airtime/Bundles,Mwanza,12,1,1,266,25,1,0
Halo-Pesa,mobile,40700.0,Bank Transfer,Dodoma,23,0,0,293,23,1,0
M-PESA,mobile,11200.0,Bank Transfer,Dodoma,18,1,0,200,19,1,0
Halo-Pesa,mobile,381100.0,Mobile Money Transfer,Dar es Salaam,5,0,1,2744,24,1,0
NMB Bank,bank,53600.0,Bill Payment,Mwanza,4,0,1,1000,27,1,0
TTCL Pesa,mobile,15600.0,Bank Transfer,Mbeya,5,0,0,200,24,1,0
NMB Bank,bank,24000.0,Mobile Money Transfer,Mwanza,13,1,1,1000,28,1,0
Mixx by Yas,mobile,8900.0,Merchant Payment,Dodoma,9,0,0,200,19,1,0
TTCL Pesa,mobile,262000.0,Mobile Money Transfer,Mbeya,14,0,0,1965,24,1,0
Mixx by Yas,mobile,91100.0,Merchant Payment,Mwanza,13,1,1,619,20,1,0
Halo-Pesa,mobile,53900.0,Mobile Money Transfer,Zanzibar,17,1,0,388,27,1,0
AzamPay/Selcom,aggregator,73800.0,Merchant Payment,Arusha,12,1,1,443,25,1,0
Bank Transfers (TIPS/EFT),bank,2400.0,Airtime/Bundles,Dar es Salaam,15,0,1,1500,46,1,0
Halo-Pesa,mobile,4300.0,Mobile Money Transfer,Dar es Salaam,19,1,1,200,24,1,0
Halo-Pesa,mobile,12700.0,Salary Payment,Iringa,3,0,0,200,24,0,0
NBC Bank,bank,39800.0,Bill Payment,Tanga,14,0,0,1000,30,1,0
NBC Bank,bank,62100.0,Salary Payment,Mbeya,20,1,0,1000,34,1,0
NMB Bank,bank,69300.0,Salary Payment,Mwanza,8,1,1,1000,29,1,0
M-PESA,mobile,18300.0,Bill Payment,Tanga,17,1,0,200,16,1,0
NBC Bank,bank,43500.0,Bill Payment,Mbeya,7,1,0,1000,34,1,1
TTCL Pesa,mobile,373900.0,Bank Transfer,Iringa,4,0,0,2804,25,1,0
TTCL Pesa,mobile,92800.0,Bill Payment,Dar es Salaam,17,1,1,696,27,1,0
Halo-Pesa,mobile,15300.0,Bank Transfer,Mbeya,5,0,0,200,23,1,0
AzamPay/Selcom,aggregator,17000.0,Bank Transfer,Arusha,5,0,1,300,22,1,0
Bank Transfers (TIPS/EFT),bank,13100.0,Mobile Money Transfer,Tanga,8,1,0,1500,51,1,0
NBC Bank,bank,65600.0,Merchant Payment,Arusha,16,0,1,1000,28,1,0
AzamPay/Selcom,aggregator,28600.0,Mobile Money Transfer,Mbeya,20,1,0,300,22,1,0
Halo-Pesa,mobile,68800.0,Airtime/Bundles,Mbeya,11,0,0,495,22,1,0
Mixx by Yas,mobile,4800.0,Bank Transfer,Tanga,1,0,0,200,19,1,0
AzamPay/Selcom,aggregator,10700.0,Airtime/Bundles,Dodoma,10,0,0,300,22,1,0
TTCL Pesa,mobile,72400.0,Bank Transfer,Iringa,21,0,0,543,26,1,0
Bank Transfers (TIPS/EFT),bank,22800.0,Airtime/Bundles,Dodoma,5,0,0,1500,46,1,0
Halo-Pesa,mobile,2600.0,Merchant Payment,Mwanza,4,0,1,200,24,1,0
NBC Bank,bank,159600.0,Bill Payment,Dar es Salaam,4,0,1,1000,30,1,0
Airtel Money,mobile,34300.0,Bank Transfer,Tanga,23,0,0,240,22,1,0
Airtel Money,mobile,120500.0,Airtime/Bundles,Arusha,2,0,1,844,21,1,0
NMB Bank,bank,11600.0,Mobile Money Transfer,Mwanza,22,0,1,1000,28,1,0
CRDB Bank,bank,57200.0,Mobile Money Transfer,Mwanza,3,0,1,1000,27,1,0
NMB Bank,bank,169800.0,Bank Transfer,Iringa,14,0,0,1000,28,1,0
Halo-Pesa,mobile,14200.0,Merchant Payment,Dar es Salaam,3,0,1,200,23,0,0
NMB Bank,bank,127300.0,Airtime/Bundles,Mwanza,4,0,1,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,59500.0,Airtime/Bundles,Mwanza,14,0,1,1500,47,1,0
NBC Bank,bank,37300.0,Salary Payment,Tanga,4,0,0,1000,28,1,0
Halo-Pesa,mobile,13700.0,Merchant Payment,Iringa,19,1,0,200,29,1,0
Halo-Pesa,mobile,319800.0,Salary Payment,Dodoma,5,0,0,2303,22,1,0
Halo-Pesa,mobile,21000.0,Merchant Payment,Dodoma,9,0,0,200,22,1,0
M-PESA,mobile,132900.0,Bill Payment,Mwanza,16,0,1,877,16,1,0
Bank Transfers (TIPS/EFT),bank,13200.0,Bank Transfer,Arusha,22,0,1,1500,45,1,0
AzamPay/Selcom,aggregator,848600.0,Merchant Payment,Mbeya,16,0,0,5092,20,1,0
CRDB Bank,bank,83300.0,Mobile Money Transfer,Zanzibar,2,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,17300.0,Bill Payment,Mbeya,11,0,0,1500,46,1,0
Halo-Pesa,mobile,97000.0,Bank Transfer,Mwanza,21,0,1,698,23,1,0
Airtel Money,mobile,91600.0,Bank Transfer,Arusha,23,0,1,641,22,1,0
Airtel Money,mobile,264500.0,Salary Payment,Mbeya,0,0,0,1852,21,1,0
Mixx by Yas,mobile,3200.0,Bank Transfer,Kigoma,16,0,0,200,18,1,0
NMB Bank,bank,37200.0,Bill Payment,Mbeya,21,0,0,1000,27,1,0
CRDB Bank,bank,24000.0,Bank Transfer,Dodoma,14,0,0,1000,27,1,0
CRDB Bank,bank,100000.0,Merchant Payment,Morogoro,22,0,0,1000,25,1,0
Airtel Money,mobile,3000.0,Mobile Money Transfer,Mbeya,12,1,0,200,25,1,0
Airtel Money,mobile,40600.0,Salary Payment,Arusha,5,0,1,284,22,1,0
NMB Bank,bank,46700.0,Bill Payment,Iringa,21,0,0,1000,28,1,0
NMB Bank,bank,9300.0,Airtime/Bundles,Tanga,23,0,0,1000,29,1,0
TTCL Pesa,mobile,140000.0,Mobile Money Transfer,Zanzibar,20,1,0,1050,26,1,0
Halo-Pesa,mobile,13200.0,Salary Payment,Tanga,15,0,0,200,24,1,0
M-PESA,mobile,53700.0,Bank Transfer,Mwanza,1,0,1,354,15,1,0
NBC Bank,bank,392800.0,Mobile Money Transfer,Dodoma,0,0,0,1728,29,1,0
